gene_name,gene_id,genome
MIR6734,ENSG00000283836,hg38
ENSG00000283839,ENSG00000283839,hg38
MIR6764,ENSG00000283840,hg38
MIR4751,ENSG00000283842,hg38
MIR214,ENSG00000283844,hg38
MIR4721,ENSG00000283845,hg38
MIR6872,ENSG00000283848,hg38
ENSG00000283849,ENSG00000283849,hg38
MIR4738,ENSG00000283853,hg38
MIR7703,ENSG00000283856,hg38
MIR1247,ENSG00000283857,hg38
MIR3674,ENSG00000283858,hg38
MIR3960,ENSG00000283863,hg38
MTND3P18,ENSG00000283865,hg38
MIR1307,ENSG00000283867,hg38
MIR130B,ENSG00000283871,hg38
SSU72P4,ENSG00000283873,hg38
MIR3911,ENSG00000283874,hg38
MIR4260,ENSG00000283876,hg38
ENSG00000283877,ENSG00000283877,hg38
MTND6P35,ENSG00000283879,hg38
MIR7704,ENSG00000283880,hg38
MIR3916,ENSG00000283881,hg38
MIR3714,ENSG00000283885,hg38
ENSG00000283886,ENSG00000283886,hg38
MIR1469,ENSG00000283888,hg38
MIR628,ENSG00000283891,hg38
MIR1324,ENSG00000283894,hg38
ENSG00000283897,ENSG00000283897,hg38
MIR761,ENSG00000283899,hg38
TPTEP2-CSNK1E,ENSG00000283900,hg38
MIR155,ENSG00000283904,hg38
IGHV4-80,ENSG00000283906,hg38
ENSG00000283907,ENSG00000283907,hg38
ENSG00000283913,ENSG00000283913,hg38
ENSG00000283914,ENSG00000283914,hg38
MIR6743,ENSG00000283920,hg38
MIR1302-9,ENSG00000283921,hg38
MIR6132,ENSG00000283923,hg38
MIR192,ENSG00000283926,hg38
MIR133A1,ENSG00000283927,hg38
MIR637,ENSG00000283928,hg38
MIR5010,ENSG00000283929,hg38
PLD5P1,ENSG00000283930,hg38
MIR18B,ENSG00000283931,hg38
MIR6878,ENSG00000283933,hg38
MIR423,ENSG00000283935,hg38
MIR3658,ENSG00000283936,hg38
MIR3917,ENSG00000283938,hg38
MTND3P15,ENSG00000283940,hg38
MIR600,ENSG00000283941,hg38
MIR4709,ENSG00000283944,hg38
LINC00032,ENSG00000283945,hg38
IGHVIII-16-1,ENSG00000283948,hg38
MIR6791,ENSG00000283950,hg38
ENSG00000283952,ENSG00000283952,hg38
MIR3610,ENSG00000283956,hg38
MIR1248,ENSG00000283958,hg38
ENSG00000283959,ENSG00000283959,hg38
TAF11L8,ENSG00000283967,hg38
MIR6838,ENSG00000283969,hg38
MIR4442,ENSG00000283971,hg38
FAM247A,ENSG00000283972,hg38
ENSG00000283973,ENSG00000283973,hg38
ENSG00000283977,ENSG00000283977,hg38
MIR365B,ENSG00000283978,hg38
GNG14,ENSG00000283980,hg38
ENSG00000283982,ENSG00000283982,hg38
TAF11L9,ENSG00000283988,hg38
MIRLET7A3,ENSG00000283990,hg38
ENSG00000283991,ENSG00000283991,hg38
SLURP2,ENSG00000283992,hg38
ENSG00000283994,ENSG00000283994,hg38
MIR492,ENSG00000283998,hg38
ENSG00000283999,ENSG00000283999,hg38
MIR4458,ENSG00000284000,hg38
ENSG00000284003,ENSG00000284003,hg38
MIR6084,ENSG00000284005,hg38
MIR6511B1,ENSG00000284008,hg38
MIR675,ENSG00000284010,hg38
MIR6502,ENSG00000284011,hg38
MIR6840,ENSG00000284012,hg38
MIR1281,ENSG00000284015,hg38
SSU72P5,ENSG00000284018,hg38
MIR4697,ENSG00000284020,hg38
MSANTD7,ENSG00000284024,hg38
MIR497,ENSG00000284027,hg38
MIR4468,ENSG00000284028,hg38
MIR6805,ENSG00000284029,hg38
MIR4761,ENSG00000284031,hg38
MIR29A,ENSG00000284032,hg38
MIR5196,ENSG00000284034,hg38
MIR5187,ENSG00000284035,hg38
MIR10A,ENSG00000284038,hg38
MIR296,ENSG00000284040,hg38
TAF11L6,ENSG00000284042,hg38
MIR20B,ENSG00000284043,hg38
MIR6836,ENSG00000284047,hg38
ENSG00000284048,ENSG00000284048,hg38
MIR650,ENSG00000284049,hg38
ENSG00000284052,ENSG00000284052,hg38
MIR7112,ENSG00000284054,hg38
MIR4315-1,ENSG00000284055,hg38
ENSG00000284057,ENSG00000284057,hg38
MIR5572,ENSG00000284059,hg38
ENSG00000284060,ENSG00000284060,hg38
MIR4469,ENSG00000284062,hg38
MIR6834,ENSG00000284064,hg38
MIR6887,ENSG00000284065,hg38
MIR6837,ENSG00000284067,hg38
ENSG00000284070,ENSG00000284070,hg38
ENSG00000284071,ENSG00000284071,hg38
MIR4758,ENSG00000284074,hg38
SNORD138,ENSG00000284078,hg38
MIR4775,ENSG00000284079,hg38
MIR1199,ENSG00000284081,hg38
MIR7109,ENSG00000284082,hg38
AOX3P-AOX2P,ENSG00000284084,hg38
MIR4732,ENSG00000284085,hg38
MIR6844,ENSG00000284087,hg38
MIR5703,ENSG00000284092,hg38
MIR6073,ENSG00000284094,hg38
ENSG00000284095,ENSG00000284095,hg38
ENSG00000284098,ENSG00000284098,hg38
MIR19B2,ENSG00000284107,hg38
MIR611,ENSG00000284108,hg38
MIR195,ENSG00000284112,hg38
MIR6800,ENSG00000284114,hg38
ENSG00000284116,ENSG00000284116,hg38
MIR6883,ENSG00000284117,hg38
MIR4707,ENSG00000284118,hg38
MIR198,ENSG00000284121,hg38
MIR6717,ENSG00000284122,hg38
MIR1825,ENSG00000284125,hg38
ENSG00000284128,ENSG00000284128,hg38
MIR6789,ENSG00000284129,hg38
TUBA3FP,ENSG00000284130,hg38
MIR568,ENSG00000284134,hg38
MIR3654,ENSG00000284135,hg38
ATP6V0CP4,ENSG00000284138,hg38
MIR1234,ENSG00000284139,hg38
MIR3618,ENSG00000284140,hg38
MIR6845,ENSG00000284142,hg38
MIR4700,ENSG00000284143,hg38
MIR6866,ENSG00000284144,hg38
MIR922,ENSG00000284146,hg38
MIR3150B,ENSG00000284147,hg38
MIR6756,ENSG00000284148,hg38
MIR4784,ENSG00000284149,hg38
MIR6758,ENSG00000284152,hg38
MIR3605,ENSG00000284154,hg38
MIR194-2,ENSG00000284155,hg38
MIR106A,ENSG00000284157,hg38
MIR6822,ENSG00000284158,hg38
MIR3940,ENSG00000284159,hg38
MIR7706,ENSG00000284160,hg38
MIR4523,ENSG00000284162,hg38
MIR3620,ENSG00000284163,hg38
MTATP6P5,ENSG00000284167,hg38
ENSG00000284171,ENSG00000284171,hg38
MIR4315-2,ENSG00000284172,hg38
MIR6513,ENSG00000284173,hg38
MIR4763,ENSG00000284175,hg38
MIR5090,ENSG00000284176,hg38
MIR7-1,ENSG00000284179,hg38
MIR3606,ENSG00000284180,hg38
MIR143,ENSG00000284182,hg38
MIR6506,ENSG00000284184,hg38
MIR219A2,ENSG00000284185,hg38
MIR3615,ENSG00000284186,hg38
ENSG00000284188,ENSG00000284188,hg38
MIR21,ENSG00000284190,hg38
MIR671,ENSG00000284191,hg38
MIR1257,ENSG00000284193,hg38
SCO2,ENSG00000284194,hg38
MIR6852,ENSG00000284195,hg38
ENSG00000284196,ENSG00000284196,hg38
MIR658,ENSG00000284197,hg38
MIR6847,ENSG00000284200,hg38
MIR137,ENSG00000284202,hg38
MIR29B2,ENSG00000284203,hg38
MIR19A,ENSG00000284204,hg38
ENSG00000284209,ENSG00000284209,hg38
MIR29C,ENSG00000284214,hg38
MIR1909,ENSG00000284216,hg38
MIR202,ENSG00000284219,hg38
ENSG00000284221,ENSG00000284221,hg38
MIR937,ENSG00000284224,hg38
MIR6848,ENSG00000284229,hg38
MIR424,ENSG00000284231,hg38
ENSG00000284233,ENSG00000284233,hg38
TAF11L5,ENSG00000284234,hg38
LINC02767,ENSG00000284237,hg38
MIR1539,ENSG00000284239,hg38
LINC02801,ENSG00000284240,hg38
ENSG00000284242,ENSG00000284242,hg38
MIR6716,ENSG00000284246,hg38
MIR2682,ENSG00000284247,hg38
MIR6516,ENSG00000284250,hg38
MIR711,ENSG00000284251,hg38
MIR4444-1,ENSG00000284252,hg38
MIR1973,ENSG00000284253,hg38
MIR5004,ENSG00000284256,hg38
MIR8085,ENSG00000284258,hg38
MIR6773,ENSG00000284259,hg38
MIR4657,ENSG00000284261,hg38
ENSG00000284263,ENSG00000284263,hg38
MIR4683,ENSG00000284265,hg38
MIR4534,ENSG00000284266,hg38
MIR1181,ENSG00000284268,hg38
MIR7855,ENSG00000284269,hg38
MIR4321,ENSG00000284272,hg38
MIR4800,ENSG00000284276,hg38
MIR7162,ENSG00000284277,hg38
MIR6843,ENSG00000284280,hg38
TAF11L4,ENSG00000284283,hg38
MIR4712,ENSG00000284284,hg38
MIR718,ENSG00000284286,hg38
MIR378D2,ENSG00000284288,hg38
MIR6820,ENSG00000284289,hg38
MTCO2P10,ENSG00000284291,hg38
ENSG00000284292,ENSG00000284292,hg38
MIR7113,ENSG00000284293,hg38
ENSG00000284294,ENSG00000284294,hg38
ENSG00000284300,ENSG00000284300,hg38
MIR3179-1,ENSG00000284305,hg38
SSU72P2,ENSG00000284306,hg38
C2orf81,ENSG00000284308,hg38
ENSG00000284309,ENSG00000284309,hg38
MIR939,ENSG00000284310,hg38
MIR6742,ENSG00000284311,hg38
MIR7114,ENSG00000284317,hg38
MIR124-1,ENSG00000284321,hg38
MIR3175,ENSG00000284324,hg38
MIR3655,ENSG00000284325,hg38
ENSG00000284327,ENSG00000284327,hg38
ENSG00000284328,ENSG00000284328,hg38
MIR9-3,ENSG00000284329,hg38
MIR4741,ENSG00000284331,hg38
MIR1302-2,ENSG00000284332,hg38
MIR4651,ENSG00000284334,hg38
MIR2277,ENSG00000284336,hg38
ENSG00000284337,ENSG00000284337,hg38
ENSG00000284341,ENSG00000284341,hg38
MIR631,ENSG00000284343,hg38
MIR2117,ENSG00000284344,hg38
MIR940,ENSG00000284346,hg38
MIR3622A,ENSG00000284351,hg38
MIR142,ENSG00000284353,hg38
TAF11L10,ENSG00000284356,hg38
MIR34A,ENSG00000284357,hg38
MIR6125,ENSG00000284360,hg38
MIR4745,ENSG00000284361,hg38
MIR519A2,ENSG00000284362,hg38
MIR224,ENSG00000284363,hg38
MIR6824,ENSG00000284364,hg38
MIR5047,ENSG00000284368,hg38
MIR4640,ENSG00000284370,hg38
MIR6808,ENSG00000284372,hg38
TAF11L2,ENSG00000284373,hg38
MIR19B1,ENSG00000284375,hg38
ENSG00000284376,ENSG00000284376,hg38
ENSG00000284377,ENSG00000284377,hg38
MIR1244-1,ENSG00000284378,hg38
ENSG00000284380,ENSG00000284380,hg38
MIR4313,ENSG00000284385,hg38
MIR147B,ENSG00000284386,hg38
MIR24-2,ENSG00000284387,hg38
MIR4496,ENSG00000284388,hg38
ENSG00000284391,ENSG00000284391,hg38
ENSG00000284393,ENSG00000284393,hg38
MIR4750,ENSG00000284394,hg38
PERCC1,ENSG00000284395,hg38
MIR3184,ENSG00000284399,hg38
MIR7107,ENSG00000284402,hg38
MIR5001,ENSG00000284407,hg38
MIR6733,ENSG00000284410,hg38
MIR3191,ENSG00000284411,hg38
MIR4649,ENSG00000284412,hg38
MIR1287,ENSG00000284415,hg38
MIR1908,ENSG00000284416,hg38
ENSG00000284418,ENSG00000284418,hg38
MIR663A,ENSG00000284419,hg38
MIR7110,ENSG00000284421,hg38
MIR4724,ENSG00000284424,hg38
MIR8072,ENSG00000284425,hg38
MIR4647,ENSG00000284427,hg38
ENSG00000284428,ENSG00000284428,hg38
ENSG00000284430,ENSG00000284430,hg38
ENSG00000284431,ENSG00000284431,hg38
MIR1914,ENSG00000284433,hg38
MIR4691,ENSG00000284435,hg38
MIR6869,ENSG00000284436,hg38
SSU72P7,ENSG00000284438,hg38
TAF11L3,ENSG00000284439,hg38
MIR122,ENSG00000284440,hg38
MIR2110,ENSG00000284442,hg38
MIR197,ENSG00000284443,hg38
MIR1236,ENSG00000284446,hg38
MIR9-2,ENSG00000284447,hg38
MIR6501,ENSG00000284448,hg38
MIR664B,ENSG00000284450,hg38
ENSG00000284452,ENSG00000284452,hg38
MIR1-2,ENSG00000284453,hg38
MIR1304,ENSG00000284458,hg38
MIR24-1,ENSG00000284459,hg38
ENSG00000284461,ENSG00000284461,hg38
MIR302B,ENSG00000284463,hg38
MIR1306,ENSG00000284464,hg38
TAF11L7,ENSG00000284465,hg38
MIR6721,ENSG00000284469,hg38
ENSG00000284471,ENSG00000284471,hg38
MIR4720,ENSG00000284473,hg38
ENSG00000284474,ENSG00000284474,hg38
SMIM39,ENSG00000284479,hg38
MIR1292,ENSG00000284481,hg38
MIR4680,ENSG00000284482,hg38
CPHXL2,ENSG00000284484,hg38
MIR205,ENSG00000284485,hg38
MIR6890,ENSG00000284488,hg38
MIR6751,ENSG00000284489,hg38
ENSG00000284490,ENSG00000284490,hg38
THSD8,ENSG00000284491,hg38
MIR564,ENSG00000284498,hg38
MIR363,ENSG00000284499,hg38
ENSG00000284500,ENSG00000284500,hg38
MIR3652,ENSG00000284503,hg38
LYNX1-SLURP2,ENSG00000284505,hg38
MIR133A2,ENSG00000284508,hg38
ENSG00000284512,ENSG00000284512,hg38
ENSG00000284513,ENSG00000284513,hg38
VAMP9P,ENSG00000284516,hg38
MIR6873,ENSG00000284517,hg38
MIR4658,ENSG00000284518,hg38
MIR6741,ENSG00000284519,hg38
MIRLET7B,ENSG00000284520,hg38
ENSG00000284522,ENSG00000284522,hg38
ENSG00000284523,ENSG00000284523,hg38
MIR4687,ENSG00000284525,hg38
ENSG00000284526,ENSG00000284526,hg38
MIR4723,ENSG00000284532,hg38
ENSG00000284534,ENSG00000284534,hg38
MIR6748,ENSG00000284535,hg38
MIR17,ENSG00000284536,hg38
MIR92A2,ENSG00000284538,hg38
ENSG00000284540,ENSG00000284540,hg38
MIR4517,ENSG00000284541,hg38
MIR3614,ENSG00000284542,hg38
LINC01226,ENSG00000284543,hg38
MIR330,ENSG00000284544,hg38
SSU72P3,ENSG00000284546,hg38
MIR2861,ENSG00000284547,hg38
hsa-mir-8069-1,ENSG00000284550,hg38
MIR6886,ENSG00000284553,hg38
ENSG00000284554,ENSG00000284554,hg38
MIR1302-10,ENSG00000284557,hg38
ENSG00000284558,ENSG00000284558,hg38
MIR3064,ENSG00000284564,hg38
MIR451A,ENSG00000284565,hg38
MIR223,ENSG00000284567,hg38
MIR371B,ENSG00000284568,hg38
MIR7705,ENSG00000284570,hg38
ENSG00000284572,ENSG00000284572,hg38
MIR6787,ENSG00000284574,hg38
MIR4793,ENSG00000284575,hg38
MIR935,ENSG00000284583,hg38
MIR5006,ENSG00000284584,hg38
MIR4722,ENSG00000284585,hg38
MIR92B,ENSG00000284586,hg38
MIR943,ENSG00000284587,hg38
ENSG00000284591,ENSG00000284591,hg38
ENSG00000284592,ENSG00000284592,hg38
MIR7847,ENSG00000284594,hg38
MIR6785,ENSG00000284595,hg38
MIR4467,ENSG00000284596,hg38
ENSG00000284600,ENSG00000284600,hg38
ENSG00000284601,ENSG00000284601,hg38
ENSG00000284602,ENSG00000284602,hg38
ENSG00000284603,ENSG00000284603,hg38
ENSG00000284604,ENSG00000284604,hg38
ENPP7P15,ENSG00000284605,hg38
ENSG00000284606,ENSG00000284606,hg38
ENSG00000284607,ENSG00000284607,hg38
ENSG00000284608,ENSG00000284608,hg38
OR8B3,ENSG00000284609,hg38
ENSG00000284610,ENSG00000284610,hg38
ENSG00000284611,ENSG00000284611,hg38
ENSG00000284612,ENSG00000284612,hg38
ENSG00000284613,ENSG00000284613,hg38
ENSG00000284614,ENSG00000284614,hg38
ENSG00000284615,ENSG00000284615,hg38
ENSG00000284616,ENSG00000284616,hg38
ENSG00000284617,ENSG00000284617,hg38
ENSG00000284618,ENSG00000284618,hg38
ENSG00000284619,ENSG00000284619,hg38
ENSG00000284620,ENSG00000284620,hg38
ENSG00000284621,ENSG00000284621,hg38
SCYGR10,ENSG00000284622,hg38
LINC02786,ENSG00000284623,hg38
ENSG00000284624,ENSG00000284624,hg38
ENSG00000284625,ENSG00000284625,hg38
ENSG00000284626,ENSG00000284626,hg38
ENSG00000284627,ENSG00000284627,hg38
ENSG00000284628,ENSG00000284628,hg38
SCYGR1,ENSG00000284629,hg38
ENSG00000284630,ENSG00000284630,hg38
SCYGR4,ENSG00000284631,hg38
ENSG00000284632,ENSG00000284632,hg38
ENSG00000284633,ENSG00000284633,hg38
ENSG00000284634,ENSG00000284634,hg38
SCYGR8,ENSG00000284635,hg38
ENSG00000284636,ENSG00000284636,hg38
ENSG00000284637,ENSG00000284637,hg38
SMIM44,ENSG00000284638,hg38
ENSG00000284639,ENSG00000284639,hg38
ENSG00000284640,ENSG00000284640,hg38
ENSG00000284641,ENSG00000284641,hg38
ENSG00000284642,ENSG00000284642,hg38
SCYGR2,ENSG00000284643,hg38
ENSG00000284644,ENSG00000284644,hg38
ENSG00000284645,ENSG00000284645,hg38
ENSG00000284646,ENSG00000284646,hg38
ENSG00000284648,ENSG00000284648,hg38
ENSG00000284649,ENSG00000284649,hg38
ENSG00000284650,ENSG00000284650,hg38
ENSG00000284651,ENSG00000284651,hg38
ENSG00000284652,ENSG00000284652,hg38
ENSG00000284653,ENSG00000284653,hg38
ENSG00000284654,ENSG00000284654,hg38
ENSG00000284655,ENSG00000284655,hg38
ENSG00000284656,ENSG00000284656,hg38
ENSG00000284657,ENSG00000284657,hg38
ENSG00000284658,ENSG00000284658,hg38
ENSG00000284659,ENSG00000284659,hg38
ENSG00000284660,ENSG00000284660,hg38
ENSG00000284661,ENSG00000284661,hg38
OR4F16,ENSG00000284662,hg38
ENSG00000284663,ENSG00000284663,hg38
ENSG00000284664,ENSG00000284664,hg38
ENSG00000284665,ENSG00000284665,hg38
ENSG00000284666,ENSG00000284666,hg38
SCYGR5,ENSG00000284667,hg38
LINC02780,ENSG00000284668,hg38
ENSG00000284669,ENSG00000284669,hg38
RPSAP56,ENSG00000284670,hg38
ENSG00000284671,ENSG00000284671,hg38
ENSG00000284672,ENSG00000284672,hg38
ENSG00000284673,ENSG00000284673,hg38
LINC02781,ENSG00000284674,hg38
ENSG00000284675,ENSG00000284675,hg38
ENSG00000284676,ENSG00000284676,hg38
ENSG00000284677,ENSG00000284677,hg38
LINC02811,ENSG00000284678,hg38
ENSG00000284679,ENSG00000284679,hg38
OR8B2,ENSG00000284680,hg38
ENSG00000284682,ENSG00000284682,hg38
ENSG00000284684,ENSG00000284684,hg38
ENSG00000284685,ENSG00000284685,hg38
ENSG00000284686,ENSG00000284686,hg38
ENSG00000284687,ENSG00000284687,hg38
BTN1A1P1,ENSG00000284688,hg38
OR7E84P,ENSG00000284689,hg38
CD300H,ENSG00000284690,hg38
ENSG00000284691,ENSG00000284691,hg38
ENSG00000284692,ENSG00000284692,hg38
LINC02606,ENSG00000284693,hg38
ENSG00000284694,ENSG00000284694,hg38
ENSG00000284695,ENSG00000284695,hg38
LINC02808,ENSG00000284696,hg38
ENSG00000284697,ENSG00000284697,hg38
ENSG00000284698,ENSG00000284698,hg38
ENSG00000284699,ENSG00000284699,hg38
ENSG00000284700,ENSG00000284700,hg38
TMEM247,ENSG00000284701,hg38
ENSG00000284702,ENSG00000284702,hg38
ENSG00000284703,ENSG00000284703,hg38
SCYGR3,ENSG00000284704,hg38
ENSG00000284705,ENSG00000284705,hg38
ENSG00000284706,ENSG00000284706,hg38
ENSG00000284707,ENSG00000284707,hg38
ENSG00000284708,ENSG00000284708,hg38
ENSG00000284709,ENSG00000284709,hg38
ENSG00000284710,ENSG00000284710,hg38
ENSG00000284711,ENSG00000284711,hg38
SMIM38,ENSG00000284713,hg38
ENSG00000284715,ENSG00000284715,hg38
ENSG00000284716,ENSG00000284716,hg38
ENSG00000284717,ENSG00000284717,hg38
SCYGR7,ENSG00000284718,hg38
ENSG00000284719,ENSG00000284719,hg38
ENSG00000284720,ENSG00000284720,hg38
ENSG00000284721,ENSG00000284721,hg38
ENSG00000284722,ENSG00000284722,hg38
OR8S1,ENSG00000284723,hg38
ENSG00000284724,ENSG00000284724,hg38
SCYGR6,ENSG00000284725,hg38
ENSG00000284726,ENSG00000284726,hg38
ENSG00000284727,ENSG00000284727,hg38
ENSG00000284728,ENSG00000284728,hg38
TMDD1,ENSG00000284730,hg38
ENSG00000284731,ENSG00000284731,hg38
ENSG00000284732,ENSG00000284732,hg38
OR4F29,ENSG00000284733,hg38
ENSG00000284734,ENSG00000284734,hg38
ENSG00000284735,ENSG00000284735,hg38
RNA5SP343,ENSG00000284736,hg38
ENSG00000284738,ENSG00000284738,hg38
ENSG00000284739,ENSG00000284739,hg38
ENSG00000284740,ENSG00000284740,hg38
OR11P1P,ENSG00000284742,hg38
ENSG00000284743,ENSG00000284743,hg38
ENSG00000284744,ENSG00000284744,hg38
ENSG00000284745,ENSG00000284745,hg38
ENSG00000284746,ENSG00000284746,hg38
ENSG00000284747,ENSG00000284747,hg38
ENSG00000284748,ENSG00000284748,hg38
EEF1AKMT4,ENSG00000284753,hg38
ENSG00000284762,ENSG00000284762,hg38
ENSG00000284763,ENSG00000284763,hg38
TBCE,ENSG00000284770,hg38
ENSG00000284772,ENSG00000284772,hg38
ENSG00000284773,ENSG00000284773,hg38
ENSG00000284776,ENSG00000284776,hg38
ENSG00000284779,ENSG00000284779,hg38
ENSG00000284783,ENSG00000284783,hg38
ENSG00000284788,ENSG00000284788,hg38
SMIM41,ENSG00000284791,hg38
ENSG00000284797,ENSG00000284797,hg38
ENSG00000284800,ENSG00000284800,hg38
ENSG00000284803,ENSG00000284803,hg38
ENSG00000284808,ENSG00000284808,hg38
ENSG00000284809,ENSG00000284809,hg38
ENSG00000284820,ENSG00000284820,hg38
ENSG00000284823,ENSG00000284823,hg38
ENSG00000284825,ENSG00000284825,hg38
ENSG00000284829,ENSG00000284829,hg38
ENSG00000284830,ENSG00000284830,hg38
ENSG00000284834,ENSG00000284834,hg38
ENSG00000284837,ENSG00000284837,hg38
ENSG00000284839,ENSG00000284839,hg38
ENSG00000284840,ENSG00000284840,hg38
FAM91A2P,ENSG00000284842,hg38
TOMT,ENSG00000284844,hg38
ENSG00000284846,ENSG00000284846,hg38
ENSG00000284847,ENSG00000284847,hg38
LINC02359,ENSG00000284848,hg38
ENSG00000284858,ENSG00000284858,hg38
CCDC39,ENSG00000284862,hg38
ENSG00000284867,ENSG00000284867,hg38
OOSP1,ENSG00000284873,hg38
ENSG00000284874,ENSG00000284874,hg38
ENSG00000284876,ENSG00000284876,hg38
ENSG00000284879,ENSG00000284879,hg38
ENSG00000284882,ENSG00000284882,hg38
KRT88P,ENSG00000284883,hg38
OR4H6P,ENSG00000284892,hg38
ENSG00000284895,ENSG00000284895,hg38
ENSG00000284902,ENSG00000284902,hg38
ENSG00000284906,ENSG00000284906,hg38
ENSG00000284914,ENSG00000284914,hg38
EEF1AKMT4-ECE2,ENSG00000284917,hg38
LRTOMT,ENSG00000284922,hg38
ENSG00000284928,ENSG00000284928,hg38
ENSG00000284930,ENSG00000284930,hg38
ENSG00000284931,ENSG00000284931,hg38
ENSG00000284932,ENSG00000284932,hg38
ENSG00000284934,ENSG00000284934,hg38
ENSG00000284946,ENSG00000284946,hg38
ENSG00000284948,ENSG00000284948,hg38
ENSG00000284951,ENSG00000284951,hg38
ENSG00000284952,ENSG00000284952,hg38
ENSG00000284954,ENSG00000284954,hg38
ENSG00000284956,ENSG00000284956,hg38
ENSG00000284957,ENSG00000284957,hg38
ENSG00000284959,ENSG00000284959,hg38
ENSG00000284962,ENSG00000284962,hg38
ENSG00000284964,ENSG00000284964,hg38
ENSG00000284966,ENSG00000284966,hg38
ENSG00000284968,ENSG00000284968,hg38
ENSG00000284969,ENSG00000284969,hg38
ENSG00000284976,ENSG00000284976,hg38
ENSG00000284977,ENSG00000284977,hg38
UPK3BL2,ENSG00000284981,hg38
ENSG00000284985,ENSG00000284985,hg38
ENSG00000284986,ENSG00000284986,hg38
ENSG00000284987,ENSG00000284987,hg38
LINC02203-1,ENSG00000284988,hg38
ENSG00000284989,ENSG00000284989,hg38
ENSG00000284994,ENSG00000284994,hg38
ENSG00000284999,ENSG00000284999,hg38
ENSG00000285000,ENSG00000285000,hg38
ENSG00000285006,ENSG00000285006,hg38
OOSP4A,ENSG00000285010,hg38
ENSG00000285012,ENSG00000285012,hg38
ENSG00000285016,ENSG00000285016,hg38
ENSG00000285018,ENSG00000285018,hg38
ENSG00000285020,ENSG00000285020,hg38
ENSG00000285025,ENSG00000285025,hg38
ENSG00000285030,ENSG00000285030,hg38
ENSG00000285035,ENSG00000285035,hg38
ENSG00000285040,ENSG00000285040,hg38
ENSG00000285041,ENSG00000285041,hg38
ENSG00000285042,ENSG00000285042,hg38
ENSG00000285043,ENSG00000285043,hg38
ENSG00000285045,ENSG00000285045,hg38
SLC7A14-AS1,ENSG00000285051,hg38
TBCE-1,ENSG00000285053,hg38
ENSG00000285057,ENSG00000285057,hg38
ENSG00000285062,ENSG00000285062,hg38
ENSG00000285064,ENSG00000285064,hg38
ENSG00000285068,ENSG00000285068,hg38
ENSG00000285076,ENSG00000285076,hg38
ARHGAP11B,ENSG00000285077,hg38
ENSG00000285079,ENSG00000285079,hg38
ENSG00000285080,ENSG00000285080,hg38
ENSG00000285081,ENSG00000285081,hg38
ENSG00000285082,ENSG00000285082,hg38
ENSG00000285085,ENSG00000285085,hg38
ENSG00000285090,ENSG00000285090,hg38
ENSG00000285091,ENSG00000285091,hg38
LINC01488,ENSG00000285094,hg38
ENSG00000285095,ENSG00000285095,hg38
ENSG00000285100,ENSG00000285100,hg38
ENSG00000285102,ENSG00000285102,hg38
ENSG00000285103,ENSG00000285103,hg38
ENSG00000285108,ENSG00000285108,hg38
ENSG00000285115,ENSG00000285115,hg38
OR4H6BP,ENSG00000285116,hg38
ENSG00000285117,ENSG00000285117,hg38
PIGY-DT,ENSG00000285122,hg38
ENSG00000285128,ENSG00000285128,hg38
ENSG00000285130,ENSG00000285130,hg38
ENSG00000285133,ENSG00000285133,hg38
OR4Q1P,ENSG00000285135,hg38
ENSG00000285142,ENSG00000285142,hg38
ENSG00000285144,ENSG00000285144,hg38
ENSG00000285151,ENSG00000285151,hg38
ENSG00000285155,ENSG00000285155,hg38
ENSG00000285159,ENSG00000285159,hg38
THSD1P1,ENSG00000285160,hg38
ENSG00000285163,ENSG00000285163,hg38
ENSG00000285165,ENSG00000285165,hg38
ENSG00000285169,ENSG00000285169,hg38
ENSG00000285171,ENSG00000285171,hg38
ENSG00000285177,ENSG00000285177,hg38
ENSG00000285179,ENSG00000285179,hg38
ENSG00000285184,ENSG00000285184,hg38
ENSG00000285188,ENSG00000285188,hg38
ENSG00000285190,ENSG00000285190,hg38
ENSG00000285191,ENSG00000285191,hg38
ENSG00000285201,ENSG00000285201,hg38
ENSG00000285204,ENSG00000285204,hg38
ENSG00000285205,ENSG00000285205,hg38
LINC02795,ENSG00000285210,hg38
ENSG00000285212,ENSG00000285212,hg38
ENSG00000285215,ENSG00000285215,hg38
ENSG00000285216,ENSG00000285216,hg38
ENSG00000285218,ENSG00000285218,hg38
HULC,ENSG00000285219,hg38
ENSG00000285220,ENSG00000285220,hg38
ENSG00000285228,ENSG00000285228,hg38
RALY-AS1,ENSG00000285230,hg38
OOSP3,ENSG00000285231,hg38
PRSS52P,ENSG00000285237,hg38
ENSG00000285238,ENSG00000285238,hg38
ENSG00000285239,ENSG00000285239,hg38
DINOL,ENSG00000285244,hg38
ENSG00000285245,ENSG00000285245,hg38
ENSG00000285253,ENSG00000285253,hg38
ENSG00000285254,ENSG00000285254,hg38
ENSG00000285257,ENSG00000285257,hg38
ENSG00000285268,ENSG00000285268,hg38
ENSG00000285269,ENSG00000285269,hg38
TFAP2A-AS2,ENSG00000285278,hg38
ENSG00000285280,ENSG00000285280,hg38
ENSG00000285283,ENSG00000285283,hg38
ENSG00000285287,ENSG00000285287,hg38
ABCF2-H2BK1,ENSG00000285292,hg38
LINC00842,ENSG00000285294,hg38
ENSG00000285300,ENSG00000285300,hg38
